modelo,threshold,VP,VN,FP,FN,sensibilidade,especificidade,TSS,Kappa
maxent,0.06,350,16,3484,0,1,0.004571428571428572,0.004571428571428671,8.342892898112378e-4
maxent,0.07,350,19,3481,0,1,0.0054285714285714284,0.005428571428571338,9.914164209866999e-4
maxent,0.08,350,28,3472,0,1,0.008,0.008000000000000007,0.0014641288433382218
maxent,0.09,350,40,3460,0,1,0.011428571428571429,0.011428571428571344,0.0020975353959098108
maxent,0.1,350,50,3450,0,1,0.014285714285714285,0.014285714285714235,0.002628120893561106
maxent,0.11,350,64,3436,0,1,0.018285714285714287,0.01828571428571424,0.0033751713954224376
maxent,0.12,350,74,3426,0,1,0.021142857142857144,0.02114285714285713,0.003911825342284729
maxent,0.13,350,86,3414,0,1,0.02457142857142857,0.024571428571428466,0.004559189948576587
maxent,0.14,350,110,3390,0,1,0.03142857142857143,0.03142857142857136,0.00586510263929619
maxent,0.15,350,125,3375,0,1,0.03571428571428571,0.03571428571428581,0.006688963210702339
maxent,0.16,349,145,3355,1,0.9971428571428571,0.041428571428571426,0.03857142857142848,0.007260797074167709
maxent,0.17,349,162,3338,1,0.9971428571428571,0.046285714285714284,0.04342857142857137,0.00820889476952987
maxent,0.18,347,193,3307,3,0.9914285714285714,0.055142857142857146,0.046571428571428486,0.00887412891986063
maxent,0.19,347,215,3285,3,0.9914285714285714,0.06142857142857143,0.052857142857142936,0.010126443702446766
maxent,0.2,347,255,3245,3,0.9914285714285714,0.07285714285714286,0.06428571428571428,0.012438498535021303
maxent,0.21,346,293,3207,4,0.9885714285714285,0.08371428571428571,0.07228571428571429,0.014123426466073084
maxent,0.22,346,322,3178,4,0.9885714285714285,0.092,0.08057142857142852,0.015857841758983283
maxent,0.23,345,359,3141,5,0.9857142857142858,0.10257142857142858,0.0882857142857143,0.017544855780149894
maxent,0.24,345,388,3112,5,0.9857142857142858,0.11085714285714286,0.09657142857142853,0.01933472528101136
maxent,0.25,344,434,3066,6,0.9828571428571429,0.124,0.10685714285714276,0.021656050955414004
maxent,0.26,343,471,3029,7,0.98,0.13457142857142856,0.11457142857142855,0.023451663839990644
maxent,0.27,342,513,2987,8,0.9771428571428571,0.14657142857142857,0.12371428571428567,0.025612966194433758
maxent,0.28,342,555,2945,8,0.9771428571428571,0.15857142857142856,0.13571428571428568,0.028415039033290443
maxent,0.29,340,605,2895,10,0.9714285714285714,0.17285714285714285,0.14428571428571435,0.030638556044289403
maxent,0.3,339,663,2837,11,0.9685714285714285,0.18942857142857142,0.15799999999999992,0.034100018499105905
maxent,0.31,336,717,2783,14,0.96,0.20485714285714285,0.1648571428571428,0.03615174963190378
maxent,0.32,330,789,2711,20,0.9428571428571428,0.22542857142857142,0.16828571428571415,0.037733431564111616
maxent,0.33,327,848,2652,23,0.9342857142857143,0.2422857142857143,0.1765714285714286,0.040311796745050706
maxent,0.34,325,907,2593,25,0.9285714285714286,0.2591428571428571,0.18771428571428572,0.043637088204038256
maxent,0.35000000000000003,321,965,2535,29,0.9171428571428571,0.2757142857142857,0.19285714285714284,0.045679095892265036
maxent,0.36,320,1013,2487,30,0.9142857142857143,0.2894285714285714,0.20371428571428574,0.04898155463195134
maxent,0.37,320,1059,2441,30,0.9142857142857143,0.30257142857142855,0.21685714285714286,0.05289382905327712
maxent,0.38,319,1110,2390,31,0.9114285714285715,0.3171428571428571,0.22857142857142865,0.05667528603308408
maxent,0.39,313,1166,2334,37,0.8942857142857142,0.33314285714285713,0.2274285714285713,0.05752899938568276
maxent,0.4,312,1223,2277,38,0.8914285714285715,0.3494285714285714,0.24085714285714288,0.06209716032558659
maxent,0.41000000000000003,308,1281,2219,42,0.88,0.366,0.246,0.0647538826006844
maxent,0.42,304,1345,2155,46,0.8685714285714285,0.3842857142857143,0.2528571428571429,0.06812670797890766
maxent,0.43,301,1403,2097,49,0.86,0.40085714285714286,0.2608571428571429,0.0717993079584775
maxent,0.44,295,1462,2038,55,0.8428571428571429,0.4177142857142857,0.2605714285714287,0.07340926469996378
maxent,0.45,291,1512,1988,59,0.8314285714285714,0.432,0.26342857142857135,0.07569475801485978
maxent,0.46,287,1576,1924,63,0.82,0.4502857142857143,0.27028571428571424,0.07966651227420106
maxent,0.47000000000000003,284,1643,1857,66,0.8114285714285714,0.4694285714285714,0.2808571428571427,0.0850382802024309
maxent,0.48,282,1703,1797,68,0.8057142857142857,0.4865714285714286,0.29228571428571426,0.09068746952705996
maxent,0.49,279,1748,1752,71,0.7971428571428572,0.49942857142857144,0.2965714285714287,0.09381354783316011
maxent,0.5,275,1805,1695,75,0.7857142857142857,0.5157142857142857,0.3014285714285714,0.09777571825764593
maxent,0.51,266,1859,1641,84,0.76,0.5311428571428571,0.29114285714285715,0.09698757911768895
maxent,0.52,258,1911,1589,92,0.7371428571428571,0.546,0.28314285714285714,0.09681043325355347
maxent,0.53,256,1963,1537,94,0.7314285714285714,0.5608571428571428,0.29228571428571426,0.10236653824986262
maxent,0.54,251,2022,1478,99,0.7171428571428572,0.5777142857142857,0.29485714285714293,0.10633146154242434
maxent,0.55,248,2062,1438,102,0.7085714285714285,0.5891428571428572,0.2977142857142856,0.10954583683767884
maxent,0.56,242,2128,1372,108,0.6914285714285714,0.608,0.2994285714285714,0.1140618197649107
maxent,0.5700000000000001,238,2172,1328,112,0.68,0.6205714285714286,0.3005714285714287,0.11725367810967437
maxent,0.58,233,2234,1266,117,0.6657142857142857,0.6382857142857142,0.3039999999999998,0.12271495300155717
maxent,0.59,228,2293,1207,122,0.6514285714285715,0.6551428571428571,0.3065714285714285,0.12800477184610812
maxent,0.6,223,2356,1144,127,0.6371428571428571,0.6731428571428572,0.3102857142857143,0.13446418621927814
maxent,0.61,216,2394,1106,134,0.6171428571428571,0.684,0.30114285714285716,0.13385826771653545
maxent,0.62,213,2439,1061,137,0.6085714285714285,0.6968571428571428,0.3054285714285714,0.1395925829198224
maxent,0.63,209,2480,1020,141,0.5971428571428572,0.7085714285714285,0.3057142857142856,0.14351820803433704
maxent,0.64,201,2538,962,149,0.5742857142857143,0.7251428571428571,0.2994285714285714,0.14639938534609198
maxent,0.65,194,2600,900,156,0.5542857142857143,0.7428571428571429,0.29714285714285715,0.15186915887850463
maxent,0.66,188,2641,859,162,0.5371428571428571,0.7545714285714286,0.2917142857142858,0.1538461538461536
maxent,0.67,182,2687,813,168,0.52,0.7677142857142857,0.2877142857142858,0.1572823115970327
maxent,0.68,172,2734,766,178,0.49142857142857144,0.7811428571428571,0.2725714285714287,0.1552229092092417
maxent,0.6900000000000001,167,2778,722,183,0.47714285714285715,0.7937142857142857,0.2708571428571429,0.1599864990296179
maxent,0.7000000000000001,159,2826,674,191,0.4542857142857143,0.8074285714285714,0.26171428571428557,0.16145236626421064
maxent,0.71,151,2879,621,199,0.43142857142857144,0.8225714285714286,0.254,0.16466012224486054
maxent,0.72,139,2914,586,211,0.39714285714285713,0.8325714285714285,0.22971428571428554,0.15498795180722924
maxent,0.73,128,2962,538,222,0.3657142857142857,0.8462857142857143,0.21199999999999997,0.1507517269402689
maxent,0.74,125,3001,499,225,0.35714285714285715,0.8574285714285714,0.21457142857142864,0.15867314599619672
maxent,0.75,116,3051,449,234,0.3314285714285714,0.8717142857142857,0.20314285714285707,0.1591494124230552
maxent,0.76,103,3086,414,247,0.29428571428571426,0.8817142857142857,0.17599999999999993,0.1448900388098317
maxent,0.77,98,3128,372,252,0.28,0.8937142857142857,0.1737142857142857,0.15049504950495088
maxent,0.78,91,3153,347,259,0.26,0.9008571428571429,0.16085714285714303,0.1445071868583159
maxent,0.79,87,3186,314,263,0.24857142857142858,0.9102857142857143,0.1588571428571428,0.14908164633328938
maxent,0.8,80,3225,275,270,0.22857142857142856,0.9214285714285714,0.1499999999999999,0.14904187366926858
maxent,0.81,72,3250,250,278,0.2057142857142857,0.9285714285714286,0.13428571428571434,0.13930053349140561
maxent,0.8200000000000001,62,3269,231,288,0.17714285714285713,0.934,0.11114285714285721,0.11993217203638015
maxent,0.8300000000000001,58,3295,205,292,0.1657142857142857,0.9414285714285714,0.1071428571428572,0.12063696316551342
maxent,0.84,50,3325,175,300,0.14285714285714285,0.95,0.09285714285714275,0.11063829787234092
maxent,0.85,43,3349,151,307,0.12285714285714286,0.9568571428571429,0.07971428571428563,0.09971408148677745
maxent,0.86,37,3373,127,313,0.10571428571428572,0.9637142857142857,0.0694285714285714,0.09125046939541956
maxent,0.87,29,3392,108,321,0.08285714285714285,0.9691428571428572,0.052000000000000046,0.07161125319693083
maxent,0.88,27,3409,91,323,0.07714285714285714,0.974,0.05114285714285716,0.07288273615635205
maxent,0.89,22,3430,70,328,0.06285714285714286,0.98,0.04285714285714293,0.06412997007268059
maxent,0.9,17,3448,52,333,0.04857142857142857,0.9851428571428571,0.033714285714285586,0.052784611943637774
maxent,0.91,14,3463,37,336,0.04,0.9894285714285714,0.02942857142857136,0.04780691575771734
maxent,0.92,12,3479,21,338,0.03428571428571429,0.994,0.028285714285714247,0.047745358090186124
maxent,0.93,6,3493,7,344,0.017142857142857144,0.998,0.015142857142857125,0.02672044366019694
maxent,0.9400000000000001,2,3499,1,348,0.005714285714285714,0.9997142857142857,0.005428571428571338,0.009801392829508053
maxent,0.9500000000000001,1,3500,0,349,0.002857142857142857,1,0.0028571428571428914,0.005182689816015395
maxent,0.96,0,3500,0,350,0,1,0,0
maxent,0.97,0,3500,0,350,0,1,0,0
maxent,0.98,0,3500,0,350,0,1,0,0
maxent,0.99,0,3500,0,350,0,1,0,0
maxent,1,0,3500,0,350,0,1,0,0
ensemble,0,350,0,3500,0,1,0,0,0
ensemble,0.01,350,0,3500,0,1,0,0,0
ensemble,0.02,350,5,3495,0,1,0.0014285714285714286,0.0014285714285713347,2.600442075152763e-4
ensemble,0.03,350,26,3474,0,1,0.0074285714285714285,0.00742857142857134,0.0013589086917890488
ensemble,0.04,350,68,3432,0,1,0.019428571428571427,0.01942857142857135,0.0035895270270270246
ensemble,0.05,350,135,3365,0,1,0.03857142857142857,0.03857142857142848,0.007241518036743978
ensemble,0.06,350,234,3266,0,1,0.06685714285714285,0.06685714285714295,0.012859262515799308
ensemble,0.07,350,335,3165,0,1,0.09571428571428571,0.09571428571428564,0.018881217415809483
ensemble,0.08,350,461,3039,0,1,0.1317142857142857,0.13171428571428567,0.026840557771243907
ensemble,0.09,350,619,2881,0,1,0.17685714285714285,0.17685714285714282,0.03759603996477273
ensemble,0.1,350,818,2682,0,1,0.2337142857142857,0.23371428571428576,0.05254030445115286
ensemble,0.11,350,1002,2498,0,1,0.2862857142857143,0.28628571428571425,0.06797367885489453
ensemble,0.12,350,1169,2331,0,1,0.334,0.3340000000000001,0.08356267200400298
ensemble,0.13,350,1348,2152,0,1,0.3851428571428571,0.38514285714285723,0.10224514563106807
ensemble,0.14,347,1543,1957,3,0.9914285714285714,0.44085714285714284,0.4322857142857144,0.12307817457089403
ensemble,0.15,345,1705,1795,5,0.9857142857142858,0.48714285714285716,0.47285714285714286,0.14322803980960622
ensemble,0.16,342,1863,1637,8,0.9771428571428571,0.5322857142857143,0.5094285714285713,0.16462767185263844
ensemble,0.17,339,2020,1480,11,0.9685714285714285,0.5771428571428572,0.5457142857142858,0.18891251669056905
ensemble,0.18,329,2159,1341,21,0.94,0.6168571428571429,0.5568571428571429,0.2064618644067799
ensemble,0.19,322,2316,1184,28,0.92,0.6617142857142857,0.5817142857142859,0.23396920248218805
ensemble,0.2,310,2448,1052,40,0.8857142857142857,0.6994285714285714,0.585142857142857,0.2542835857958775
ensemble,0.21,305,2572,928,45,0.8714285714285714,0.7348571428571429,0.6062857142857143,0.283936575901519
ensemble,0.22,291,2688,812,59,0.8314285714285714,0.768,0.5994285714285714,0.30456558031501785
ensemble,0.23,279,2790,710,71,0.7971428571428572,0.7971428571428572,0.5942857142857143,0.32624892165320385
ensemble,0.24,269,2881,619,81,0.7685714285714286,0.8231428571428572,0.5917142857142856,0.34977199797331554
ensemble,0.25,256,2975,525,94,0.7314285714285714,0.85,0.5814285714285714,0.3741152679474214
ensemble,0.26,240,3067,433,110,0.6857142857142857,0.8762857142857143,0.562,0.39709296457050564
ensemble,0.27,228,3136,364,122,0.6514285714285715,0.896,0.5474285714285716,0.41752015689692723
ensemble,0.28,213,3185,315,137,0.6085714285714285,0.91,0.5185714285714287,0.4219948849104857
ensemble,0.29,195,3244,256,155,0.5571428571428572,0.9268571428571428,0.484,0.4283727399165507
ensemble,0.3,180,3293,207,170,0.5142857142857142,0.9408571428571428,0.45514285714285707,0.4344742942861036
ensemble,0.31,164,3339,161,186,0.4685714285714286,0.954,0.4225714285714286,0.43660516605166
ensemble,0.32,148,3380,120,202,0.4228571428571429,0.9657142857142857,0.38857142857142857,0.43436601724688606
ensemble,0.33,128,3414,86,222,0.3657142857142857,0.9754285714285714,0.3411428571428572,0.41343490304709163
ensemble,0.34,106,3449,51,244,0.3028571428571429,0.9854285714285714,0.28828571428571426,0.3834315029450888
ensemble,0.35000000000000003,95,3465,35,255,0.2714285714285714,0.99,0.26142857142857134,0.36454183266932305
ensemble,0.36,82,3473,27,268,0.2342857142857143,0.9922857142857143,0.22657142857142865,0.32829641896087786
ensemble,0.37,65,3483,17,285,0.18571428571428572,0.9951428571428571,0.18085714285714283,0.2759372275501312
ensemble,0.38,48,3493,7,302,0.13714285714285715,0.998,0.13514285714285723,0.21772151898734252
ensemble,0.39,39,3495,5,311,0.11142857142857143,0.9985714285714286,0.10999999999999988,0.1813471502590674
ensemble,0.4,36,3496,4,314,0.10285714285714286,0.9988571428571429,0.10171428571428565,0.16912114014251764
ensemble,0.41000000000000003,27,3499,1,323,0.07714285714285714,0.9997142857142857,0.07685714285714274,0.13115553388590906
ensemble,0.42,19,3500,0,331,0.054285714285714284,1,0.05428571428571427,0.09450385476249784
ensemble,0.43,14,3500,0,336,0.04,1,0.040000000000000036,0.07042253521126782
ensemble,0.44,12,3500,0,338,0.03428571428571429,1,0.03428571428571425,0.06063668519454244
ensemble,0.45,7,3500,0,343,0.02,1,0.020000000000000018,0.0357781753130603
ensemble,0.46,5,3500,0,345,0.014285714285714285,1,0.014285714285714235,0.02567394094993658
ensemble,0.47000000000000003,2,3500,0,348,0.005714285714285714,1,0.005714285714285783,0.010341261633919893
ensemble,0.48,1,3500,0,349,0.002857142857142857,1,0.0028571428571428914,0.005182689816015395
ensemble,0.49,1,3500,0,349,0.002857142857142857,1,0.0028571428571428914,0.005182689816015395
ensemble,0.5,0,3500,0,350,0,1,0,0
ensemble,0.51,0,3500,0,350,0,1,0,0
ensemble,0.52,0,3500,0,350,0,1,0,0
ensemble,0.53,0,3500,0,350,0,1,0,0
ensemble,0.54,0,3500,0,350,0,1,0,0
ensemble,0.55,0,3500,0,350,0,1,0,0
ensemble,0.56,0,3500,0,350,0,1,0,0
ensemble,0.5700000000000001,0,3500,0,350,0,1,0,0
ensemble,0.58,0,3500,0,350,0,1,0,0
ensemble,0.59,0,3500,0,350,0,1,0,0
ensemble,0.6,0,3500,0,350,0,1,0,0
ensemble,0.61,0,3500,0,350,0,1,0,0
ensemble,0.62,0,3500,0,350,0,1,0,0
ensemble,0.63,0,3500,0,350,0,1,0,0
ensemble,0.64,0,3500,0,350,0,1,0,0
ensemble,0.65,0,3500,0,350,0,1,0,0
ensemble,0.66,0,3500,0,350,0,1,0,0
ensemble,0.67,0,3500,0,350,0,1,0,0
ensemble,0.68,0,3500,0,350,0,1,0,0
ensemble,0.6900000000000001,0,3500,0,350,0,1,0,0
ensemble,0.7000000000000001,0,3500,0,350,0,1,0,0
ensemble,0.71,0,3500,0,350,0,1,0,0
ensemble,0.72,0,3500,0,350,0,1,0,0
ensemble,0.73,0,3500,0,350,0,1,0,0
ensemble,0.74,0,3500,0,350,0,1,0,0
ensemble,0.75,0,3500,0,350,0,1,0,0
ensemble,0.76,0,3500,0,350,0,1,0,0
ensemble,0.77,0,3500,0,350,0,1,0,0
ensemble,0.78,0,3500,0,350,0,1,0,0
ensemble,0.79,0,3500,0,350,0,1,0,0
ensemble,0.8,0,3500,0,350,0,1,0,0
ensemble,0.81,0,3500,0,350,0,1,0,0
ensemble,0.8200000000000001,0,3500,0,350,0,1,0,0
ensemble,0.8300000000000001,0,3500,0,350,0,1,0,0
ensemble,0.84,0,3500,0,350,0,1,0,0
ensemble,0.85,0,3500,0,350,0,1,0,0
ensemble,0.86,0,3500,0,350,0,1,0,0
ensemble,0.87,0,3500,0,350,0,1,0,0
ensemble,0.88,0,3500,0,350,0,1,0,0
ensemble,0.89,0,3500,0,350,0,1,0,0
ensemble,0.9,0,3500,0,350,0,1,0,0
ensemble,0.91,0,3500,0,350,0,1,0,0
ensemble,0.92,0,3500,0,350,0,1,0,0
ensemble,0.93,0,3500,0,350,0,1,0,0
ensemble,0.9400000000000001,0,3500,0,350,0,1,0,0
ensemble,0.9500000000000001,0,3500,0,350,0,1,0,0
ensemble,0.96,0,3500,0,350,0,1,0,0
ensemble,0.97,0,3500,0,350,0,1,0,0
ensemble,0.98,0,3500,0,350,0,1,0,0
ensemble,0.99,0,3500,0,350,0,1,0,0
ensemble,1,0,3500,0,350,0,1,0,0
