lon,lat,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao,pa,tipo,pa_factor
-56.083333333333336,-12.416666666666664,73.43163299560547,80.88626861572266,32.756248474121094,24.793750762939453,2102,359,2,755,33,355,0.0050283875316381454,51.80875778198242,0,background,background
-50.41666666666667,-5.7499999999999964,77.52372741699219,41.329689025878906,32.558250427246094,24.628917694091797,1849,309,20,230,855,259,0.23599839210510254,38.53853225708008,0,background,background
-61.75,-7.08333333333333,75.08538818359375,34.56058120727539,33.262001037597656,26.0778751373291,2412,346,35,532,278,73,0.016639329493045807,322.5699462890625,0,background,background
-47.25,-2.9166666666666643,83.94615936279297,43.42808532714844,31.628250122070313,25.443208694458008,1947,384,46,254,950,122,0.03928243741393089,327.2364807128906,0,background,background
-52.25,-2.7499999999999964,82.1227035522461,56.18217086791992,32.280250549316406,25.436458587646484,1984,349,37,144,876,113,0.10222376883029938,77.2616958618164,0,background,background
-47.75,-1.9166666666666643,85.370361328125,42.9491081237793,31.5570011138916,25.78354263305664,2247,431,57,233,1115,33,0.009381674230098724,335.6887512207031,0,background,background
-53.91666666666667,-3.4166666666666643,79.39440155029297,52.688655853271484,31.072500228881836,24.802583694458008,1674,299,39,172,751,197,0.09057829529047012,337.93255615234375,0,background,background
-59.75,-14.416666666666664,69.66454315185547,129.40185546875,33.1150016784668,26.208791732788086,1672,295,11,572,91,240,0.20624449849128723,286.9815368652344,0,background,background
-56.083333333333336,1.2500000000000027,79.27461242675781,55.62102508544922,32.141998291015625,25.47516632080078,1991,365,53,187,543,334,0.0017357405740767717,333.58319091796875,0,background,background
-61.75,0.7500000000000027,86.0831069946289,47.17642593383789,32.5260009765625,26.35033416748047,1989,317,77,288,780,47,0.004886516369879246,71.45075988769531,0,background,background
-48.91666666666667,-7.7499999999999964,69.99549102783203,53.78687286376953,35.05125045776367,25.324291229248047,1838,289,11,276,826,196,0.06664115935564041,239.89959716796875,0,background,background
-49.75,-6.7499999999999964,71.626922607421875,50.59905242919922,34.44525146484375,24.882707595825195,1857,282,19,298,733,260,0.09945707023143768,117.9625473022461,0,background,background
-61.91666666666667,-10.916666666666664,69.42344665527344,57.052947998046875,33.96799850463867,24.853500366210938,2111,382,13,313,116,165,0.04828448221087456,339.0097351074219,0,background,background
-67.91666666666667,-5.2499999999999964,81.69038391113281,38.4572868347168,31.616750717163086,25.957042694091797,2651,331,87,599,324,126,0.019769437611103058,43.336185455322266,0,background,background
-62.583333333333336,-7.2499999999999964,74.40872955322266,38.93219757080078,33.13249969482422,25.80154037475586,2190,326,29,317,246,74,0.025671660900115967,324.8319091796875,0,background,background
-54.91666666666667,-9.58333333333333,65.4479751586914,64.363250732421875,35.274749755859375,25.34754180908203,2275,355,8,145,1006,414,0.1990031749010086,211.41726684570313,0,background,background
-56.91666666666667,-13.749999999999996,76.762664794921875,78.79331970214844,31.764999389648438,24.62966537475586,1935,323,4,752,42,429,0.17547465860843658,51.99826431274414,0,background,background
-46.75,-4.2499999999999964,80.62259674072266,48.187652587890625,32.026248931884766,25.154541015625,1494,304,16,161,761,214,0.11397667974233627,129.86785888671875,0,background,background
-69.41666666666667,-9.916666666666664,75.04753875732422,82.53958892822266,31.402999877929688,25.219667434692383,1858,267,27,631,109,218,0.028255170211195946,93.15380096435547,0,background,background
-54.75,1.9166666666666692,82.446746826171875,53.89855194091797,31.552249908447266,24.947834014892578,2096,357,49,185,606,355,0.07775808125734329,128.2967529296875,0,background,background
-64.08333333333333,0.5833333333333357,89.6465072631836,38.22135925292969,32.36800003051758,26.21933364868164,2572,367,127,471,852,66,0.02334909327328205,144.6427459716797,0,background,background
-54.583333333333336,2.0833333333333357,82.26519775390625,54.128971099853516,31.644250869750977,24.985416412353516,2132,359,49,187,615,337,0.1167798563838005,121.05186462402344,0,background,background
-59.083333333333336,-10.08333333333333,68.77659606933594,46.43265151977539,34.026248931884766,25.49625015258789,1936,324,6,226,87,173,0.11039949208498001,6.934629917144775,0,background,background
-66.75,-3.5833333333333304,84.52595520019531,31.123205184936523,31.696250915527344,26.26074981689453,2871,339,143,623,613,93,0.005914981942623854,23.09973907470703,0,background,background
-55.91666666666667,2.0833333333333357,80.04698944091797,59.134666442871094,32.991249084472656,25.79570770263672,1788,352,42,154,438,340,0.1929836869239807,220.4298095703125,0,background,background
-56.91666666666667,0.9166666666666696,78.92749786376953,54.856807708740234,32.327999114990234,25.922250747680664,2036,360,65,216,536,231,0.01328696496784687,164.8404541015625,0,background,background
-49.583333333333336,-3.7499999999999964,86.05305480957031,53.56178283691406,32.84975051879883,26.15862464904785,2353,420,33,144,1156,67,0.05675038695335388,54.88439178466797,0,background,background
-48.91666666666667,-6.08333333333333,72.11451721191406,53.131744384765625,34.65475082397461,25.564416885375977,1655,290,23,208,772,148,0.04889823496341705,313.7443542480469,0,background,background
-61.41666666666667,-1.9166666666666643,86.38655090332031,32.51744079589844,31.5887508392334,26.369125366210938,2551,335,126,502,654,31,0.031857773661613464,12.604996681213379,0,background,background
-57.25,-1.9166666666666643,77.680419921875,63.16831588745117,32.76599884033203,26.236000061035156,2397,376,61,272,964,83,0.05080883949995041,81.20063018798828,0,background,background
-56.91666666666667,-5.08333333333333,76.1622314453125,49.769264221191406,32.735748291015625,26.080249786376953,2266,309,58,401,889,127,0.07332828640937805,103.48497772216797,0,background,background
-63.083333333333336,-3.2499999999999964,88.59590148925781,26.359527587890625,31.5572509765625,26.354999542236328,2490,297,109,589,584,48,0.013754290528595448,139.71861267089844,0,background,background
-65.91666666666667,-7.08333333333333,79.2574691772461,39.01773452758789,32.329498291015625,26.048084259033203,2624,352,45,585,311,106,0.009911949746310711,41.84561538696289,0,background,background
-68.58333333333333,-5.416666666666664,82.07611083984375,39.35306167602539,31.517250061035156,25.92595672607422,2756,338,93,638,324,136,0.03024391271173954,90,0,background,background
-52.91666666666667,-1.9166666666666643,82.75019073486328,56.407081604003906,32.4422492980957,26.165624618530273,1831,295,32,121,662,18,0.08936762809753418,350.79833984375,0,background,background
-64.25,-3.9166666666666643,87.02156066894531,26.655685424804688,31.925498962402344,26.52716636657715,2235,262,90,460,448,71,0.02504567615687847,54.962337493896484,0,background,background
-63.91666666666667,-2.2499999999999973,89.67520904541016,24.560976028442383,31.502750396728516,26.304290771484375,2845,322,159,635,760,66,0.004182193428277969,158.31590270996094,0,background,background
-73.08333333333333,-6.7499999999999964,80.35144805908203,47.73506164550781,31.217750549316406,25.607166290283203,2440,290,91,710,303,221,0.045407649129629135,353.1169738769531,0,background,background
-57.583333333333336,1.5833333333333357,78.74073028564453,54.97317886352539,32.11000061035156,25.766624450683594,1863,342,54,189,390,263,0.0074741896241903305,171.08314514160156,0,background,background
-55.75,-10.416666666666664,67.558837890625,51.220985412597656,35.91175079345703,25.862709045410156,2072,339,7,309,956,280,0.022321268916130066,352.9305419921875,0,background,background
-72.41666666666667,-6.58333333333333,80.32438659667969,47.676353454589844,30.98150062561035,25.477209091186523,2522,284,91,746,313,203,0.06223069876432419,353.1866149902344,0,background,background
-66.91666666666667,-3.4166666666666643,85.04247283935547,31.29958152770996,31.61225128173828,26.237998962402344,2884,326,151,627,643,90,0.012609574943780899,315.14178466796875,0,background,background
-61.41666666666667,-5.416666666666664,82.88117218017578,31.49457359313965,32.80175018310547,26.680625915527344,2426,311,72,484,911,58,0.016893398016691208,80.73323059082031,0,background,background
-63.91666666666667,-9.916666666666664,72.36480712890625,52.420047760009766,33.34825134277344,25.698583602905273,2033,321,17,480,153,173,0.0214066281914711,3.1479029655456543,0,background,background
-65.75,-2.7499999999999964,87.63826751708984,27.129222869873047,31.88399887084961,26.551000595092773,3023,341,172,641,734,57,0.03572390228509903,325.768310546875,0,background,background
-65.08333333333333,-7.916666666666664,76.41349792480469,41.12720489501953,32.81924819946289,26.099750518798828,2380,317,30,571,236,96,0.025760069489479065,331.0456237792969,0,background,background
-68.58333333333333,-2.2499999999999973,85.73673248291016,38.17255401611328,31.044750213623047,26.05933380126953,3404,345,227,835,852,114,0.018402384594082832,27.506071090698242,0,background,background
-63.583333333333336,-11.416666666666664,73.02928924560547,60.559410095214844,32.747501373291016,25.405792236328125,1648,265,12,389,117,237,0.023493831977248192,98.5616683959961,0,background,background
-53.083333333333336,-11.249999999999996,69.4866714477539,65.7115249633789,34.75175094604492,25.5714168548584,1969,339,2,505,50,315,0.014444069936871529,247.87205505371094,0,background,background
-65.08333333333333,-2.4166666666666643,88.8919448852539,25.0108642578125,31.81624984741211,26.528457641601563,3788,409,227,825,954,50,0.022853542119264603,245.91323852539063,0,background,background
-51.91666666666667,-6.7499999999999964,72.8221664428711,29.5793399810791,34.03350067138672,24.658416748046875,2011,316,18,325,881,233,0.08820077031850815,55.05453109741211,0,background,background
-64.25,-4.58333333333333,84.49652862548828,26.988372802734375,32.11249923706055,26.49737548828125,2341,295,85,501,411,69,0.011056539602577686,18.374267578125,0,background,background
-44.91666666666667,-3.9166666666666643,78.1146011352539,72.3656234741211,34.333499908447266,26.70512580871582,1703,358,21,114,949,14,0.021574363112449646,37.57249450683594,0,background,background
-51.41666666666667,1.2500000000000027,76.68876647949219,72.38558197021484,32.19824981689453,25.562334060668945,2381,342,40,147,916,140,0.05155635625123978,137.62158203125,0,background,background
-55.25,-12.916666666666664,73.1343002319336,84.16578674316406,32.57624816894531,24.480375289916992,1866,328,2,743,25,428,0.03521585837006569,37.38676071166992,0,background,background
-59.083333333333336,-6.416666666666664,73.16405487060547,36.90414047241211,33.42000198364258,26.393333435058594,2151,305,32,464,889,95,0.034298110753297806,283.097900390625,0,background,background
-55.41666666666667,-5.2499999999999964,75.71458435058594,46.37303161621094,32.33000183105469,25.156084060668945,2423,387,41,457,1038,241,0.07104462385177612,16.8089656829834,0,background,background
-54.083333333333336,-10.749999999999996,68.18205261230469,46.75341033935547,34.86750030517578,25.332666397094727,2170,383,3,324,57,353,0.10851863771677017,160.98422241210938,0,background,background
-66.25,-2.5833333333333304,86.65906524658203,29.212207794189453,31.776750564575195,26.438125610351563,2744,305,160,573,577,61,0.037339191883802414,348.0549011230469,0,background,background
-51.91666666666667,1.4166666666666692,78.224578857421875,68.56648254394531,32.257999420166016,25.53783416748047,2427,333,56,191,870,142,0.002730773063376546,261.81829833984375,0,background,background
-55.25,1.7500000000000027,82.1491928100586,52.82799530029297,31.593250274658203,25.179166793823242,1984,356,47,174,556,369,0.06188901513814926,156.46092224121094,0,background,background
-68.58333333333333,-7.416666666666664,80.44500732421875,54.947208404541016,31.548500061035156,25.475208282470703,2278,327,46,521,172,161,0.020189406350255013,62.48544692993164,0,background,background
-69.91666666666667,0.4166666666666696,86.48835754394531,50.749324798583984,30.776748657226563,25.328874588012695,3254,359,220,710,915,176,0.054965339601039886,130.0459442138672,0,background,background
-73.41666666666667,-7.7499999999999964,79.82247161865234,52.02957534790039,31.36924934387207,25.55637550354004,2203,296,59,669,227,249,0.06532425433397293,73.7630615234375,0,background,background
-57.083333333333336,-3.2499999999999964,76.65513610839844,63.84067153930664,32.93400192260742,26.42508316040039,2322,327,70,287,900,40,0.023091306909918785,319.2306823730469,0,background,background
-52.083333333333336,-3.9166666666666643,79.74995422363281,46.22850036621094,31.10824966430664,24.49712562561035,2316,369,38,170,995,180,0.09116780757904053,17.2824764251709,0,background,background
-48.583333333333336,-2.4166666666666643,87.23589324951172,38.67405319213867,31.51824951171875,25.810832977294922,2340,417,61,216,1126,45,0.02268839254975319,306.8345642089844,0,background,background
-58.583333333333336,-8.249999999999996,68.27315521240234,34.367523193359375,34.15800094604492,25.815332412719727,2045,315,9,287,913,147,0.04747752845287323,75.78489685058594,0,background,background
-68.25,-7.58333333333333,80.05290985107422,56.95158386230469,31.522249221801758,25.42074966430664,2218,322,43,497,159,175,0.06180225685238838,1.0830978155136108,0,background,background
-68.08333333333333,-0.4166666666666643,87.09668731689453,44.938194274902344,30.985750198364258,25.355125427246094,3301,343,222,735,809,102,0.01320401020348072,69.3176040649414,0,background,background
-64.91666666666667,-3.7499999999999964,86.18096923828125,26.642391204833984,32.08049774169922,26.58037567138672,2498,298,115,516,510,70,0.02476261556148529,310.0498046875,0,background,background
-65.91666666666667,-4.7499999999999964,82.94820404052734,30.17462921142578,32.00600051879883,26.331666946411133,2527,327,88,513,429,92,0.02392919547855854,114.97705078125,0,background,background
-48.91666666666667,-5.916666666666664,72.64825439453125,54.366729736328125,34.56475067138672,25.626998901367188,1664,294,24,198,785,141,0.061279524117708206,284.31964111328125,0,background,background
-54.583333333333336,-11.583333333333329,69.59404754638672,62.192264556884766,34.188751220703125,25.055625915527344,1866,326,0,474,45,361,0.034739043563604355,301.7212219238281,0,background,background
-67.25,-4.08333333333333,83.2007064819336,33.48283386230469,31.67875099182129,26.231082916259766,2695,326,121,587,545,90,0.012301512993872166,282.77606201171875,0,background,background
-64.91666666666667,-0.4166666666666643,89.46717071533203,33.1635627746582,31.916000366210938,26.284250259399414,2468,316,152,484,703,56,0.029626112431287766,175.5159912109375,0,background,background
-59.91666666666667,-3.7499999999999964,81.27082824707031,46.25038528442383,32.18199920654297,26.374916076660156,2178,273,69,372,809,38,0.00822511687874794,44.868568420410156,0,background,background
-52.75,1.5833333333333357,80.203643798828125,62.062870025634766,31.905750274658203,25.161209106445313,2384,330,60,210,789,222,0.19161565601825714,70.94170379638672,0,background,background
-67.91666666666667,-9.749999999999996,71.69468688964844,85.21524810791016,31.80699920654297,25.475666046142578,1722,223,51,516,210,183,0.025257188826799393,82.92933654785156,0,background,background
-51.583333333333336,1.2500000000000027,77.33026123046875,70.81487274169922,32.216251373291016,25.55929183959961,2385,338,46,163,897,139,0.03905545175075531,140.01333618164063,0,background,background
-51.583333333333336,-9.416666666666664,71.77741241455078,38.64312744140625,33.77524948120117,24.9581241607666,1957,309,7,312,66,421,0.15816240012645721,268.0286560058594,0,background,background
-70.75,-5.58333333333333,81.664154052734375,42.2667121887207,31.282249450683594,25.932458877563477,2550,296,101,711,348,150,0.005411520600318909,339.000732421875,0,background,background
-66.08333333333333,-1.4166666666666643,88.0352783203125,33.285667419433594,31.753250122070313,26.127582550048828,2646,315,162,555,667,73,0.013414802961051464,170.05471801757813,0,background,background
-52.91666666666667,-6.916666666666664,73.25019073486328,30.514442443847656,33.30175018310547,24.637792587280273,2023,303,20,314,900,282,0.0680275484919548,257.7972717285156,0,background,background
-65.58333333333333,-2.7499999999999964,87.9059066772461,26.74762725830078,31.842748641967773,26.476125717163086,3160,353,180,673,769,69,0.0404169037938118,1.2722218874358041e-14,0,background,background
-67.58333333333333,-3.7499999999999964,84.1561050415039,33.9661979675293,31.562999725341797,26.23812484741211,2727,315,138,588,586,74,0.029654307290911674,123.39557647705078,0,background,background
-53.25,-1.9166666666666643,82.19775390625,57.50376510620117,32.294498443603516,26.24620819091797,1731,288,25,99,618,5,0.0340142659842968,346.2044372558594,0,background,background
-58.25,-5.416666666666664,75.56095123291016,44.062904357910156,32.74924850463867,26.24683380126953,2286,315,47,427,920,140,0.07216588407754898,326.0281982421875,0,background,background
-64.25,-1.4166666666666643,89.16839599609375,28.031978607177734,31.604249954223633,26.133541107177734,2745,330,164,570,833,65,0.004420341458171606,37.697052001953125,0,background,background
-67.25,-4.58333333333333,82.01044464111328,35.113033294677734,31.730249404907227,26.180707931518555,2620,322,105,572,380,105,0.029782863333821297,15.073066711425781,0,background,background
-59.083333333333336,-5.2499999999999964,77.56938934326172,42.77971267700195,32.85150146484375,26.497833251953125,2230,292,58,426,857,74,0.036855652928352356,300.4067687988281,0,background,background
-61.083333333333336,-6.08333333333333,79.86534118652344,33.51241683959961,33.194000244140625,26.641374588012695,2524,335,58,531,995,62,0.009484072215855122,34.96221923828125,0,background,background
-55.25,-3.0833333333333304,77.81431579589844,61.1358757019043,32.04199981689453,25.836166381835938,1821,302,35,183,833,46,0.10634299367666245,99.89007568359375,0,background,background
-50.25,-3.2499999999999964,84.6208267211914,45.047550201416016,32.02949905395508,25.700374603271484,2334,430,35,191,1146,72,0.03268473222851753,20.06293487548828,0,background,background
-52.083333333333336,-10.58333333333333,71.19170379638672,53.672367095947266,35.09375,26.27225112915039,1926,321,4,505,54,275,0.0922156497836113,144.01242065429688,0,background,background
-55.083333333333336,-0.08333333333333037,80.97930908203125,59.395790100097656,30.92675018310547,24.353626251220703,2373,347,80,283,765,449,0.05952875688672066,267.0062561035156,0,background,background
-58.25,-0.5833333333333304,79.28751373291016,54.99831771850586,32.116249084472656,25.97224998474121,2289,342,101,310,682,201,0.0668337345123291,154.32843017578125,0,background,background
-55.91666666666667,-1.4166666666666643,79.44237518310547,63.87405776977539,33.16450119018555,26.5292911529541,2380,385,86,314,902,27,0.028102988377213478,288.54547119140625,0,background,background
-72.08333333333333,-8.249999999999996,78.670654296875,57.2841682434082,30.8752498626709,25.233999252319336,2003,274,41,634,167,235,0.049054715782403946,334.57354736328125,0,background,background
-60.41666666666667,-13.249999999999996,68.62979888916016,98.59840393066406,33.354251861572266,25.37645721435547,1866,327,12,425,99,288,0.15791188180446625,144.54736328125,0,background,background
-60.75,-4.58333333333333,83.61830139160156,36.30695343017578,32.43424987792969,26.616500854492188,2385,304,82,449,869,36,0.0024570089299231768,18.374267578125,0,background,background
-59.75,-0.5833333333333304,81.45215606689453,46.627464294433594,31.970748901367188,26.175458908081055,2190,318,110,352,716,152,0.045922763645648956,122.79287719726563,0,background,background
-64.08333333333333,-7.08333333333333,76.40296936035156,34.67764663696289,32.885250091552734,25.984209060668945,2364,357,35,526,242,85,0.017550429329276085,282.793212890625,0,background,background
-68.25,1.0833333333333357,89.273162841796875,47.470584869384766,31.781749725341797,25.68516731262207,3602,415,244,770,1030,113,0.020535407587885857,106.49124145507813,0,background,background
-61.91666666666667,-3.7499999999999964,87.29197692871094,27.8896541595459,31.769500732421875,26.548749923706055,2743,343,102,667,561,42,0.029503051191568375,159.26629638671875,0,background,background
-66.91666666666667,-1.9166666666666643,86.71611022949219,33.94472885131836,31.478500366210938,26.003124237060547,3034,343,189,679,728,67,0.011632335372269154,25.572242736816406,0,background,background
-66.91666666666667,-0.4166666666666643,87.81476593017578,44.025306701660156,31.409000396728516,25.63974952697754,2715,304,164,589,697,113,0.025388959795236588,232.24598693847656,0,background,background
-60.083333333333336,-3.7499999999999964,81.62443542480469,45.05622482299805,32.12649917602539,26.339250564575195,2190,278,65,373,819,41,0.016613014042377472,349.263916015625,0,background,background
-54.583333333333336,-0.5833333333333304,80.89302825927734,61.13666534423828,31.020750045776367,24.58270835876465,2342,346,71,262,792,368,0.07917602360248566,116.21570587158203,0,background,background
-64.25,-1.9166666666666643,89.2415542602539,25.765037536621094,31.607250213623047,26.338916778564453,2933,335,175,640,822,65,0.007465307600796223,27.751554489135742,0,background,background
-60.583333333333336,-7.416666666666664,73.29449462890625,33.57583236694336,33.47724914550781,26.089332580566406,2489,366,27,580,1052,83,0.0697149932384491,286.18402099609375,0,background,background
-63.41666666666667,-2.5833333333333304,89.32600402832031,25.144311904907227,31.434499740600586,26.280458450317383,2655,308,135,601,676,60,0.0029570660553872585,156.91957092285156,0,background,background
-66.75,0.9166666666666696,90.10128021240234,33.445045471191406,32.762001037597656,26.43691635131836,3019,367,197,654,894,105,0.02445949986577034,285.67047119140625,0,background,background
-54.91666666666667,-10.749999999999996,67.75431823730469,45.79924011230469,35.267250061035156,25.445709228515625,2047,331,2,288,66,341,0.0710626170039177,26.24962615966797,0,background,background
-65.75,-8.58333333333333,76.2943115234375,50.504173278808594,32.61124801635742,26.12908363342285,2024,288,21,505,141,113,0.016661386936903,37.5290641784668,0,background,background
-58.41666666666667,-9.58333333333333,68.17858123779297,39.83340835571289,34.010250091552734,25.34554100036621,1891,309,4,243,88,237,0.04774777963757515,33.881900787353516,0,background,background
-64.58333333333333,-0.9166666666666643,89.469482421875,31.316741943359375,31.772998809814453,26.194374084472656,2608,328,161,522,706,63,0.0046976059675216675,80.47625732421875,0,background,background
-66.08333333333333,-9.249999999999996,75.44896697998047,58.83528518676758,32.429752349853516,25.936790466308594,1891,269,18,473,144,189,0.038641758263111115,332.25457763671875,0,background,background
-58.25,-9.08333333333333,67.80635833740234,38.245243072509766,34.134498596191406,25.392000198364258,1948,313,6,264,892,239,0.018708057701587677,20.805917739868164,0,background,background
-68.08333333333333,0.0833333333333357,87.3300552368164,46.5802116394043,31.030000686645508,25.38420867919922,3426,356,230,870,870,91,0.01767936535179615,322.31134033203125,0,background,background
-54.083333333333336,-8.916666666666664,68.19147491455078,46.816917419433594,34.53350067138672,25.420541763305664,2008,323,10,371,869,332,0.047818392515182495,56.451568603515625,0,background,background
-48.75,-6.7499999999999964,71.6936264038086,48.96206283569336,34.381752014160156,25.434959411621094,1652,272,20,229,690,155,0.019816167652606964,348.6879577636719,0,background,background
-63.91666666666667,-4.7499999999999964,83.70157623291016,26.894804000854492,32.20050048828125,26.470251083374023,2430,310,81,652,418,72,0.02748941257596016,138.52745056152344,0,background,background
-52.583333333333336,1.2500000000000027,79.74492645263672,64.37437438964844,32.05149841308594,25.37295913696289,2384,317,61,207,815,180,0.0702311098575592,98.27191162109375,0,background,background
-53.25,-0.08333333333333037,80.729461669921875,61.52827072143555,31.90974998474121,25.41754150390625,2332,340,57,207,796,176,0.0451681949198246,124.00433349609375,0,background,background
-60.91666666666667,-4.58333333333333,83.9828109741211,34.63040542602539,32.441749572753906,26.75208282470703,2410,305,83,459,870,35,0.007013747934252024,83.63753509521484,0,background,background
-66.75,-3.2499999999999964,85.48564147949219,30.872705459594727,31.648250579833984,26.260250091552734,2916,327,157,633,547,86,0.012539830058813095,16.110858917236328,0,background,background
-54.583333333333336,-9.916666666666664,65.75525665283203,53.87200927734375,35.61399841308594,25.514583587646484,2272,359,6,360,1033,360,0.1269441843032837,207.78085327148438,0,background,background
-48.583333333333336,-2.0833333333333304,86.15008544921875,38.218284606933594,31.31049919128418,25.783084869384766,2441,421,72,226,1151,39,0.021537719294428825,291.15411376953125,0,background,background
-61.91666666666667,-3.2499999999999964,87.87621307373047,28.764976501464844,31.56475067138672,26.441957473754883,2698,333,101,615,577,53,0.0071310196071863174,77.40895080566406,0,background,background
-52.91666666666667,-10.249999999999996,70.12998962402344,42.890769958496094,34.7234992980957,25.799291610717773,2135,356,4,347,58,291,0.01325187273323536,225.2654266357422,0,background,background
-50.583333333333336,-2.5833333333333304,84.37761688232422,43.06752395629883,32.069000244140625,25.63574981689453,2573,453,58,188,1178,42,0.021866464987397194,19.618637084960938,0,background,background
-55.083333333333336,-7.916666666666664,67.279693603515625,53.12179946899414,34.72074890136719,25.451457977294922,2186,343,10,302,977,293,0.018478279933333397,345.3399658203125,0,background,background
-63.25,-0.24999999999999734,88.40055084228516,36.6525764465332,31.71875,26.138208389282227,2450,345,134,445,749,51,0.01596553809940815,198.31996154785156,0,background,background
-49.91666666666667,-3.0833333333333304,86.70701599121094,43.65169143676758,32.080501556396484,25.865583419799805,2435,442,40,151,1184,52,0.08621105551719666,64.92938232421875,0,background,background
-53.083333333333336,-11.583333333333329,69.104461669921875,76.69982147216797,34.813499450683594,25.552417755126953,1858,322,2,469,48,307,0.016561349853873253,58.91922378540039,0,background,background
-71.08333333333333,-6.58333333333333,81.43729400634766,45.29097366333008,30.96324920654297,25.432458877563477,2500,288,80,756,297,195,0.02114788442850113,69.564453125,0,background,background
-60.75,2.5833333333333357,80.86670684814453,70.02947235107422,33.403499603271484,26.582374572753906,1749,346,38,249,864,111,0.041354380548000336,297.4176330566406,0,background,background
-53.41666666666667,-8.416666666666664,70.32376861572266,37.89311599731445,34.32474899291992,25.30904197692871,2015,320,11,360,871,295,0.03382895886898041,295.88336181640625,0,background,background
-63.25,-4.916666666666664,83.55778503417969,28.320505142211914,32.24024963378906,26.46641731262207,2429,305,84,657,417,67,0.015993960201740265,129.17955017089844,0,background,background
-66.75,-7.7499999999999964,78.2763442993164,50.429935455322266,32.173248291015625,25.96904182434082,2282,316,42,562,228,106,0.018146324902772903,9.889030456542969,0,background,background
-59.91666666666667,-13.583333333333329,69.08928680419922,105.7361068725586,32.19049835205078,24.429000854492188,1890,321,11,426,99,520,0.36138078570365906,253.5712432861328,0,background,background
-68.08333333333333,-3.9166666666666643,84.18721008300781,35.528743743896484,31.39875030517578,26.067333221435547,2672,310,134,583,556,97,0.013054945506155491,77.97265625,0,background,background
-51.91666666666667,-5.416666666666664,77.017852783203125,34.66606903076172,32.216251373291016,24.444000244140625,1814,298,23,280,869,223,0.05144120007753372,56.009910583496094,0,background,background
-63.75,-1.9166666666666643,89.082763671875,26.113630294799805,31.445999145507813,26.254207611083984,2758,319,162,590,779,63,0.011886811815202236,11.242240905761719,0,background,background
-63.75,-3.7499999999999964,87.86114501953125,25.239099502563477,31.839750289916992,26.592416763305664,2072,252,81,528,428,35,0.023521924391388893,7.560283660888672,0,background,background
-51.75,1.9166666666666692,77.04927825927734,69.0072021484375,32.11050033569336,25.31825065612793,2539,357,53,191,910,182,0.013766158372163773,196.2942352294922,0,background,background
-61.083333333333336,-6.7499999999999964,76.34725189208984,32.9077262878418,33.37675094604492,26.357166290283203,2560,355,42,569,1040,71,0.01847548969089985,337.7471008300781,0,background,background
-57.41666666666667,-13.083333333333329,73.37987518310547,91.77507781982422,32.24250030517578,24.938291549682617,2052,341,4,719,41,334,0.06724497675895691,41.296932220458984,0,background,background
-56.583333333333336,-5.2499999999999964,75.60882568359375,47.72904586791992,32.71725082397461,25.909332275390625,2305,328,55,428,920,155,0.07081039994955063,353.3986511230469,0,background,background
-59.25,-1.4166666666666643,80.21920013427734,50.28063201904297,31.951250076293945,26.0692081451416,2313,339,101,333,610,148,0.06813964992761612,123.58850860595703,0,background,background
-57.25,-6.7499999999999964,68.64250946044922,36.21430206298828,33.7547492980957,25.954376220703125,2249,338,25,310,972,174,0.1847233921289444,268.1916198730469,0,background,background
-57.41666666666667,-14.749999999999996,74.51592254638672,119.87091064453125,31.68174934387207,25.655750274658203,1596,271,12,741,67,287,0.2565281391143799,169.96548461914063,0,background,background
-56.25,-7.416666666666664,67.55455017089844,42.148155212402344,34.12575149536133,25.5223331451416,2087,331,16,288,912,250,0.021115267649292946,353.6495666503906,0,background,background
-47.083333333333336,-4.08333333333333,81.29298400878906,45.72061538696289,32.05474853515625,25.24020767211914,1599,322,20,171,812,197,0.1663414090871811,321.9369201660156,0,background,background
-55.41666666666667,-2.9166666666666643,77.45049285888672,60.29607009887695,31.697999954223633,25.443416595458984,1930,312,37,190,810,138,0.05483930930495262,30.96540641784668,0,background,background
-52.91666666666667,-9.916666666666664,70.1864242553711,39.41167068481445,34.599998474121094,25.589916229248047,2121,351,5,353,60,316,0.07617547363042831,142.25682067871094,0,background,background
-53.91666666666667,-2.7499999999999964,79.69115447998047,56.04791259765625,31.2549991607666,25.20029067993164,1713,300,32,133,817,109,0.05535498261451721,314.59234619140625,0,background,background
-49.91666666666667,-3.4166666666666643,85.74413299560547,47.63744354248047,32.277748107910156,25.815624237060547,2371,431,35,203,1164,89,0.05316499248147011,33.559303283691406,0,background,background
-56.583333333333336,-9.08333333333333,67.14244842529297,51.9541130065918,35.252498626708984,25.92104148864746,2116,336,8,306,939,218,0.06998446583747864,325.2698669433594,0,background,background
-63.25,-1.5833333333333304,88.55292510986328,28.42923355102539,31.28999900817871,26.19854164123535,2584,311,148,522,766,49,0.006054815370589495,39.62709426879883,0,background,background
-64.41666666666667,0.0833333333333357,89.58311462402344,35.904029846191406,32.14524841308594,26.129375457763672,2637,355,142,506,827,66,0.03542456403374672,108.55069732666016,0,background,background
