especie,lon,lat,pais,estado,data_evento,tipo_registro,instituicao,colecao,numero_catalogo,incerteza_m,fonte
"Bradypus variegatus Schinz, 1825",-79.546824,8.994187,Panama,Panamá,2025-05-18T10:33:26,HUMAN_OBSERVATION,iNaturalist,Observations,285116138,511,GBIF
"Bradypus variegatus Schinz, 1825",-83.550502,8.538954,Costa Rica,Puntarenas,2025-05-30,HUMAN_OBSERVATION,iNaturalist,Observations,286424381,1606,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-67.874612,-9.957108,Brazil,Acre,2025-05-21T14:10:32,HUMAN_OBSERVATION,iNaturalist,Observations,286050862,9,GBIF
"Bradypus variegatus Schinz, 1825",-46.508898,-23.776741,Brazil,São Paulo,2025-05-28T16:12,HUMAN_OBSERVATION,iNaturalist,Observations,285199718,31,GBIF
"Bradypus variegatus Schinz, 1825",-79.549169,8.95718,Panama,Panamá,2025-05-09T16:24,HUMAN_OBSERVATION,iNaturalist,Observations,285367703,144,GBIF
"Bradypus variegatus Schinz, 1825",-44.325196,-2.566764,Brazil,Maranhão,2025-05-29T09:27,HUMAN_OBSERVATION,iNaturalist,Observations,285074278,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.650732,10.470313,Costa Rica,Alajuela,2025-05-10T12:01,HUMAN_OBSERVATION,iNaturalist,Observations,285021948,215,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-75.595524,-5.237363,Peru,Loreto,2025-05-06T08:57,HUMAN_OBSERVATION,iNaturalist,Observations,286148329,274441,GBIF
"Bradypus variegatus Schinz, 1825",-84.136625,10.39885,Costa Rica,Heredia,2025-05-31T19:14,HUMAN_OBSERVATION,iNaturalist,Observations,286463518,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.549169,8.95718,Panama,Panamá,2025-05-09T16:04,HUMAN_OBSERVATION,iNaturalist,Observations,285367702,144,GBIF
"Bradypus variegatus Schinz, 1825",-76.987252,-0.497428,Ecuador,Orellana,2025-05-23T15:17,HUMAN_OBSERVATION,iNaturalist,Observations,285850511,488,GBIF
"Bradypus variegatus Schinz, 1825",-43.295193,-22.953732,Brazil,Rio de Janeiro,2025-05-25T13:17:06,HUMAN_OBSERVATION,iNaturalist,Observations,284790422,2423,GBIF
"Bradypus variegatus Schinz, 1825",-84.330688,10.374108,Costa Rica,Alajuela,2025-05-27T15:39:45,HUMAN_OBSERVATION,iNaturalist,Observations,284725310,4,GBIF
"Bradypus variegatus Schinz, 1825",-73.231857,-4.311349,Peru,Loreto,2025-05-16T16:57,HUMAN_OBSERVATION,iNaturalist,Observations,285384892,197,GBIF
"Bradypus variegatus Schinz, 1825",-84.642638,10.477788,Costa Rica,Alajuela,2025-05-31T11:18:02,HUMAN_OBSERVATION,iNaturalist,Observations,285741610,12,GBIF
"Bradypus variegatus Schinz, 1825",-46.621748,-23.644009,Brazil,São Paulo,2025-05-17T19:08,HUMAN_OBSERVATION,iNaturalist,Observations,286102273,4,GBIF
"Bradypus variegatus Schinz, 1825",-83.778339,10.202495,Costa Rica,Limón,2025-05-28T08:30,HUMAN_OBSERVATION,iNaturalist,Observations,284986678,8,GBIF
"Bradypus variegatus Schinz, 1825",-76.947272,-0.49067,Ecuador,Orellana,2025-05-31T10:18,HUMAN_OBSERVATION,iNaturalist,Observations,285837921,122,GBIF
"Bradypus variegatus Schinz, 1825",-83.589897,8.466942,Costa Rica,Puntarenas,2025-05-25T09:31,HUMAN_OBSERVATION,iNaturalist,Observations,286463286,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.142775,9.383301,Costa Rica,Puntarenas,2025-05-28T13:00,HUMAN_OBSERVATION,iNaturalist,Observations,287746160,205,GBIF
"Bradypus variegatus Schinz, 1825",-63.168314,-17.794695,Bolivia (Plurinational State of),Santa Cruz,2025-05-18T14:10,HUMAN_OBSERVATION,iNaturalist,Observations,286878880,58,GBIF
"Bradypus variegatus Schinz, 1825",-79.59237,9.028084,Panama,Panamá,2025-05-31T18:16:55,HUMAN_OBSERVATION,iNaturalist,Observations,286689866,54,GBIF
"Bradypus variegatus Schinz, 1825",-46.627289,-23.639278,Brazil,São Paulo,2025-05-18T13:24,HUMAN_OBSERVATION,iNaturalist,Observations,287566834,31,GBIF
"Bradypus variegatus Schinz, 1825",-76.1848,-0.011274,Ecuador,Sucumbios,2025-05-27T16:26,HUMAN_OBSERVATION,iNaturalist,Observations,287569323,2123,GBIF
"Bradypus variegatus Schinz, 1825",-83.869802,10.281422,Costa Rica,Limón,2025-05-30T15:41,HUMAN_OBSERVATION,iNaturalist,Observations,287464650,31199,GBIF
"Bradypus variegatus Schinz, 1825",-46.478854,-23.58369,Brazil,São Paulo,2025-05-28T10:55:33,HUMAN_OBSERVATION,iNaturalist,Observations,284854182,5,GBIF
"Bradypus variegatus Schinz, 1825",-84.677322,10.481028,Costa Rica,Alajuela,2025-05-28T19:00,HUMAN_OBSERVATION,iNaturalist,Observations,287111971,NA,GBIF
"Bradypus variegatus Schinz, 1825",-83.214657,8.799208,Costa Rica,Puntarenas,2025-05-24T21:52:04,HUMAN_OBSERVATION,iNaturalist,Observations,290489731,296,GBIF
"Bradypus variegatus Schinz, 1825",-79.417825,9.225583,Panama,Panamá,2025-05-30T14:18:54,HUMAN_OBSERVATION,iNaturalist,Observations,289384293,2,GBIF
"Bradypus variegatus Schinz, 1825",-79.41755,9.225675,Panama,Panamá,2025-05-20T15:58:31,HUMAN_OBSERVATION,iNaturalist,Observations,289408572,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.330833,10.373913,Costa Rica,Alajuela,2025-05-27T15:24:31,HUMAN_OBSERVATION,iNaturalist,Observations,288742853,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.330672,10.374117,Costa Rica,Alajuela,2025-05-27T15:41:20,HUMAN_OBSERVATION,iNaturalist,Observations,288742228,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.136859,9.392429,Costa Rica,Puntarenas,2025-05-16T09:21,HUMAN_OBSERVATION,iNaturalist,Observations,291056839,31,GBIF
"Bradypus variegatus Schinz, 1825",-84.011215000000007,9.506909,Costa Rica,Puntarenas,2025-05-26T10:28,HUMAN_OBSERVATION,iNaturalist,Observations,291208991,31236,GBIF
"Bradypus variegatus Schinz, 1825",-79.649444,9.0779,Panama,Panamá,2025-05-26T19:14,HUMAN_OBSERVATION,iNaturalist,Observations,290967630,15,GBIF
"Bradypus variegatus Schinz, 1825",-84.15344,9.416428,Costa Rica,Puntarenas,2025-05-15T17:03,HUMAN_OBSERVATION,iNaturalist,Observations,290766864,1,GBIF
"Bradypus variegatus Schinz, 1825",-77.803999,8.363012,Panama,Darién,2025-05-15T08:17,HUMAN_OBSERVATION,iNaturalist,Observations,292896554,65627,GBIF
"Bradypus variegatus Schinz, 1825",-85.046504,10.727378,Costa Rica,Alajuela,2025-05-01T12:37,HUMAN_OBSERVATION,iNaturalist,Observations,294670992,30,GBIF
"Bradypus variegatus Schinz, 1825",-83.482525999999993,10.44995,Costa Rica,Limón,2025-05-16T15:28,HUMAN_OBSERVATION,iNaturalist,Observations,294464324,1841,GBIF
"Bradypus variegatus Schinz, 1825",-84.153676,9.416717,Costa Rica,Puntarenas,2025-05-18T06:58,HUMAN_OBSERVATION,iNaturalist,Observations,293213803,1,GBIF
"Bradypus variegatus Schinz, 1825",-84.153678,9.416721,Costa Rica,Puntarenas,2025-05-18T07:26,HUMAN_OBSERVATION,iNaturalist,Observations,293213806,NA,GBIF
"Bradypus variegatus Schinz, 1825",-64.961,-14.760741,Bolivia (Plurinational State of),El Beni,2025-05-26T20:54,HUMAN_OBSERVATION,iNaturalist,Observations,293494554,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.131589,9.555521,Costa Rica,Puntarenas,2025-05-26T11:52,HUMAN_OBSERVATION,iNaturalist,Observations,294872402,31236,GBIF
"Bradypus variegatus Schinz, 1825",-46.623648,-23.641725,Brazil,São Paulo,2025-05-17T16:20,HUMAN_OBSERVATION,iNaturalist,Observations,295539893,122,GBIF
"Bradypus variegatus Schinz, 1825",-65.002779,-14.712622,Bolivia (Plurinational State of),El Beni,2025-05-27T11:45,HUMAN_OBSERVATION,iNaturalist,Observations,296302674,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.069683,10.451244,Costa Rica,Heredia,2025-05-20T10:12,HUMAN_OBSERVATION,iNaturalist,Observations,298738529,1626,GBIF
"Bradypus variegatus Schinz, 1825",-83.753428,9.748917,Costa Rica,Cartago,2025-05-12T19:17,HUMAN_OBSERVATION,iNaturalist,Observations,296582328,212090,GBIF
"Bradypus variegatus Schinz, 1825",-67.468685,-14.42163,Bolivia (Plurinational State of),El Beni,2025-05-20T07:03,HUMAN_OBSERVATION,iNaturalist,Observations,298446580,426,GBIF
"Bradypus variegatus Schinz, 1825",-76.192481,-0.027939,Ecuador,Sucumbios,2025-05-13T20:44:07,HUMAN_OBSERVATION,iNaturalist,Observations,297174126,2929,GBIF
"Bradypus variegatus Schinz, 1825",-72.60643,-3.454922,Peru,Loreto,2025-05-27T10:09:42,HUMAN_OBSERVATION,iNaturalist,Observations,301882829,4,GBIF
"Bradypus variegatus Schinz, 1825",-46.62489,-23.639106,Brazil,São Paulo,2025-05-17T18:00,HUMAN_OBSERVATION,iNaturalist,Observations,303943513,359,GBIF
"Bradypus variegatus Schinz, 1825",-43.261457,-22.912273,Brazil,Rio de Janeiro,2025-05-29T14:59:04,HUMAN_OBSERVATION,iNaturalist,Observations,285587325,30237,GBIF
"Bradypus variegatus Schinz, 1825",-75.377788,9.348841,Colombia,Sucre,2025-05-18T19:04,HUMAN_OBSERVATION,iNaturalist,Observations,307398257,130,GBIF
"Bradypus variegatus Schinz, 1825",-46.627311,-23.639315,Brazil,São Paulo,2025-05-18T12:37:12,HUMAN_OBSERVATION,iNaturalist,Observations,305267510,215,GBIF
"Bradypus variegatus Schinz, 1825",-84.586788,10.35982,Costa Rica,Alajuela,2025-05-07T08:29:51,HUMAN_OBSERVATION,iNaturalist,Observations,308536469,5,GBIF
"Bradypus variegatus Schinz, 1825",-84.586788,10.35982,Costa Rica,Alajuela,2025-05-06T17:49,HUMAN_OBSERVATION,iNaturalist,Observations,308585172,NA,GBIF
"Bradypus variegatus Schinz, 1825",-82.822389,9.726389,Costa Rica,Limón,2025-05-08T17:28:11,HUMAN_OBSERVATION,iNaturalist,Observations,279548647,272,GBIF
"Bradypus variegatus Schinz, 1825",-83.690937,9.972862,Costa Rica,Cartago,2025-05-24T16:21,HUMAN_OBSERVATION,iNaturalist,Observations,307607470,132,GBIF
"Bradypus variegatus Schinz, 1825",-83.278787,10.21577,Costa Rica,Limón,2025-05-12T16:32:19,HUMAN_OBSERVATION,iNaturalist,Observations,281371549,12,GBIF
"Bradypus variegatus Schinz, 1825",-66.885504,10.465943,Venezuela (Bolivarian Republic of),Distrito Capital,2025-05-01T00:26,HUMAN_OBSERVATION,iNaturalist,Observations,278071302,60,GBIF
"Bradypus variegatus Schinz, 1825",-83.278647,10.21585,Costa Rica,Limón,2025-05-12T15:59:09,HUMAN_OBSERVATION,iNaturalist,Observations,281360786,12,GBIF
"Bradypus variegatus Schinz, 1825",-83.860614,10.054428,Costa Rica,Limón,2025-05-12T09:28:30,HUMAN_OBSERVATION,iNaturalist,Observations,280549032,31208,GBIF
"Bradypus variegatus Schinz, 1825",-63.174678,-17.890941,Bolivia (Plurinational State of),Santa Cruz,2025-05-24T09:25:26,HUMAN_OBSERVATION,iNaturalist,Observations,283797974,NA,GBIF
"Bradypus variegatus Schinz, 1825",-46.512203,-23.987868,Brazil,São Paulo,2025-05-30T09:09,HUMAN_OBSERVATION,iNaturalist,Observations,317228788,6169,GBIF
"Bradypus variegatus Schinz, 1825",-84.656459,10.446275,Costa Rica,Alajuela,2025-05-16T11:25:36,HUMAN_OBSERVATION,iNaturalist,Observations,322804415,26721,GBIF
"Bradypus variegatus Schinz, 1825",-85.01374,10.720918,Costa Rica,Alajuela,2025-05-08T18:39,HUMAN_OBSERVATION,iNaturalist,Observations,322414584,210,GBIF
"Bradypus variegatus Schinz, 1825",-46.620467,-23.640137,Brazil,São Paulo,2025-05-18T12:06,HUMAN_OBSERVATION,iNaturalist,Observations,323741064,839,GBIF
"Bradypus variegatus Schinz, 1825",-84.586788,10.35982,Costa Rica,Alajuela,2025-05-07T06:19:56,HUMAN_OBSERVATION,iNaturalist,Observations,283111098,5,GBIF
"Bradypus variegatus Schinz, 1825",-63.070324,-17.764977,Bolivia (Plurinational State of),Santa Cruz,2025-05-24T15:27:34,HUMAN_OBSERVATION,iNaturalist,Observations,283821183,225,GBIF
"Bradypus variegatus Schinz, 1825",-84.143014,9.3852,Costa Rica,Puntarenas,2025-05-02T08:23,HUMAN_OBSERVATION,iNaturalist,Observations,330434324,6,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-63.169449,-17.907271,Bolivia (Plurinational State of),Santa Cruz,2025-05-24T09:22,HUMAN_OBSERVATION,iNaturalist,Observations,291721865,504,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-63.169219,-17.907317,Bolivia (Plurinational State of),Santa Cruz,2025-05-24T09:25,HUMAN_OBSERVATION,iNaturalist,Observations,291721866,252,GBIF
"Bradypus variegatus Schinz, 1825",-84.645415,10.471197,Costa Rica,Alajuela,2025-05-10T12:01,HUMAN_OBSERVATION,iNaturalist,Observations,322422692,2244,GBIF
"Bradypus variegatus Schinz, 1825",-82.15473,9.317858,Panama,Bocas del Toro,2025-05-26T14:50:19,HUMAN_OBSERVATION,iNaturalist,Observations,284404704,3,GBIF
"Bradypus variegatus Schinz, 1825",-79.549683,8.953172,Panama,Panamá,2025-05-31T14:46,HUMAN_OBSERVATION,iNaturalist,Observations,286839692,33,GBIF
"Bradypus variegatus Schinz, 1825",-76.168804,-0.031996,Ecuador,Sucumbios,2025-05-01T19:26,HUMAN_OBSERVATION,iNaturalist,Observations,335801126,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.979131,10.709309,Costa Rica,Alajuela,2025-05-05T15:31:28,HUMAN_OBSERVATION,iNaturalist,Observations,278838361,NA,GBIF
"Bradypus variegatus Schinz, 1825",-67.87465,-9.956863,Brazil,Acre,2025-05-21T13:54:30,HUMAN_OBSERVATION,iNaturalist,Observations,352196263,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.6296,10.480453,Costa Rica,Alajuela,2025-05-04T12:58:03,HUMAN_OBSERVATION,iNaturalist,Observations,347426220,4,GBIF
"Bradypus variegatus Schinz, 1825",-72.772599,-3.31084,Peru,Loreto,2025-05-02T09:57,HUMAN_OBSERVATION,iNaturalist,Observations,364021399,244,GBIF
"Bradypus variegatus Schinz, 1825",-84.136988,9.392308,Costa Rica,Puntarenas,2025-05-05T22:41:12,HUMAN_OBSERVATION,iNaturalist,Observations,367314188,1317,GBIF
"Bradypus variegatus Schinz, 1825",-84.136988,9.392308,Costa Rica,Puntarenas,2025-05-05T18:10,HUMAN_OBSERVATION,iNaturalist,Observations,367166613,1316,GBIF
"Bradypus variegatus Schinz, 1825",-42.859976,-20.765014999999998,Brazil,Minas Gerais,2025-06-03T09:33:43,HUMAN_OBSERVATION,iNaturalist,Observations,286535978,11,GBIF
"Bradypus variegatus Schinz, 1825",-42.859965,-20.765022,Brazil,Minas Gerais,2025-06-03T09:31:13,HUMAN_OBSERVATION,iNaturalist,Observations,286535812,5,GBIF
"Bradypus variegatus Schinz, 1825",-79.58355,9.008075,Panama,Panamá,2025-06-01T14:58:29,HUMAN_OBSERVATION,iNaturalist,Observations,286133352,19,GBIF
"Bradypus variegatus Schinz, 1825",-79.649268,9.077745,Panama,Panamá,2025-06-01T17:26,HUMAN_OBSERVATION,iNaturalist,Observations,286168827,219,GBIF
"Bradypus variegatus Schinz, 1825",-84.564928,10.66067,Costa Rica,Alajuela,2025-06-01T11:13:50,HUMAN_OBSERVATION,iNaturalist,Observations,286157429,1,GBIF
"Bradypus variegatus Schinz, 1825",-39.093922,-16.632733,Brazil,Bahia,2025-06-01T09:42,HUMAN_OBSERVATION,iNaturalist,Observations,285983170,15,GBIF
"Bradypus variegatus Schinz, 1825",-79.585618,9.036027,Panama,Panamá,2025-06-01T11:40,HUMAN_OBSERVATION,iNaturalist,Observations,286328359,739,GBIF
"Bradypus variegatus Schinz, 1825",-82.833946,9.71982,Costa Rica,Limón,2025-06-03T10:05,HUMAN_OBSERVATION,iNaturalist,Observations,286699519,6922,GBIF
"Bradypus variegatus Schinz, 1825",-82.749808,9.658678,Costa Rica,Limón,2025-06-08T08:48:22,HUMAN_OBSERVATION,iNaturalist,Observations,287945323,13,GBIF
"Bradypus variegatus Schinz, 1825",-34.844569,-7.137661,Brazil,Paraíba,2025-06-10,HUMAN_OBSERVATION,iNaturalist,Observations,288582802,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.665351,0.373123,Ecuador,Esmeraldas,2025-06-06T20:21:28,HUMAN_OBSERVATION,iNaturalist,Observations,287745383,93,GBIF
"Bradypus variegatus Schinz, 1825",-84.142989,9.385405,Costa Rica,Puntarenas,2025-06-07T09:47:48,HUMAN_OBSERVATION,iNaturalist,Observations,287761858,4,GBIF
"Bradypus variegatus Schinz, 1825",-43.27602,-22.960487,Brazil,Rio de Janeiro,2025-06-06T13:33:10,HUMAN_OBSERVATION,iNaturalist,Observations,287535954,NA,GBIF
"Bradypus variegatus Schinz, 1825",-63.161921,-17.922375,Bolivia (Plurinational State of),Santa Cruz,2025-06-06T08:54:12,HUMAN_OBSERVATION,iNaturalist,Observations,287351791,1543,GBIF
"Bradypus variegatus Schinz, 1825",-82.9472,9.8271,Costa Rica,Limón,2025-06-03T10:12,HUMAN_OBSERVATION,iNaturalist,Observations,286699379,43221,GBIF
"Bradypus variegatus Schinz, 1825",-84.144133,9.388354,Costa Rica,Puntarenas,2025-06-02T10:23,HUMAN_OBSERVATION,iNaturalist,Observations,287334688,32,GBIF
"Bradypus variegatus Schinz, 1825",-84.005832,10.431319,Costa Rica,Heredia,2025-06-05T11:18:41,HUMAN_OBSERVATION,iNaturalist,Observations,287102183,40,GBIF
"Bradypus variegatus Schinz, 1825",-66.778923,10.424902,Venezuela (Bolivarian Republic of),Miranda,2025-06-03T10:13,HUMAN_OBSERVATION,iNaturalist,Observations,287056965,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.158419,9.402722,Costa Rica,Puntarenas,2025-06-09T14:14:09,HUMAN_OBSERVATION,iNaturalist,Observations,288311642,15,GBIF
"Bradypus variegatus Schinz, 1825",-79.644552,9.060311,Panama,Panamá,2025-06-07T10:44,HUMAN_OBSERVATION,iNaturalist,Observations,287655353,244,GBIF
"Bradypus variegatus Schinz, 1825",-84.136988,9.392308,Costa Rica,Puntarenas,2025-06-12T11:42:27,HUMAN_OBSERVATION,iNaturalist,Observations,289155533,472,GBIF
"Bradypus variegatus Schinz, 1825",-76.97748,-0.479616,Ecuador,Orellana,2025-06-04T14:16,HUMAN_OBSERVATION,iNaturalist,Observations,288857343,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.136988,9.392308,Costa Rica,Puntarenas,2025-06-12T12:06:27,HUMAN_OBSERVATION,iNaturalist,Observations,289154172,472,GBIF
"Bradypus variegatus Schinz, 1825",-84.143075,9.384697,Costa Rica,Puntarenas,2025-06-04T08:13:55,HUMAN_OBSERVATION,iNaturalist,Observations,289579477,3,GBIF
"Bradypus variegatus Schinz, 1825",-79.584727,9.004355,Panama,Panamá,2025-06-14T12:08,HUMAN_OBSERVATION,iNaturalist,Observations,289699515,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.481639,10.464584,Costa Rica,Alajuela,2025-06-14T09:31:43,HUMAN_OBSERVATION,iNaturalist,Observations,289581864,31,GBIF
"Bradypus variegatus Schinz, 1825",-84.04788,9.937388,Costa Rica,San José,2025-06-12T21:29:13,HUMAN_OBSERVATION,iNaturalist,Observations,289179617,27,GBIF
"Bradypus variegatus Schinz, 1825",-83.148094,8.624368,Costa Rica,Puntarenas,2025-06-08T08:11,HUMAN_OBSERVATION,iNaturalist,Observations,288601664,101,GBIF
"Bradypus variegatus Schinz, 1825",-84.083136,9.451419,Costa Rica,Puntarenas,2025-06-12T10:32:53,HUMAN_OBSERVATION,iNaturalist,Observations,290200618,401,GBIF
"Bradypus variegatus Schinz, 1825",-84.722197,10.489614,Costa Rica,Alajuela,2025-06-08T08:08:29,HUMAN_OBSERVATION,iNaturalist,Observations,288768087,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.688026,10.503312,Costa Rica,Alajuela,2025-06-14T11:48:53,HUMAN_OBSERVATION,iNaturalist,Observations,290412791,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.218525,9.484684,Costa Rica,Puntarenas,2025-06-11T11:29:39,HUMAN_OBSERVATION,iNaturalist,Observations,288935868,219,GBIF
"Bradypus variegatus Schinz, 1825",-84.650096,10.471526,Costa Rica,Alajuela,2025-06-07T13:41:13,HUMAN_OBSERVATION,iNaturalist,Observations,288715017,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.138467,9.384575,Costa Rica,Puntarenas,2025-06-05T13:31:56,HUMAN_OBSERVATION,iNaturalist,Observations,289981434,16,GBIF
"Bradypus variegatus Schinz, 1825",-84.143386,9.386208,Costa Rica,Puntarenas,2025-06-15T09:45:22,HUMAN_OBSERVATION,iNaturalist,Observations,289967445,8,GBIF
"Bradypus variegatus Schinz, 1825",-84.674817,10.47797,Costa Rica,Alajuela,2025-06-08T07:57:19,HUMAN_OBSERVATION,iNaturalist,Observations,288767115,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.65224,10.470287,Costa Rica,Alajuela,2025-06-07T13:08:14,HUMAN_OBSERVATION,iNaturalist,Observations,288657868,NA,GBIF
"Bradypus variegatus Schinz, 1825",-69.206974,-12.560365,Peru,Madre de Dios,2025-06-15T04:42:24,HUMAN_OBSERVATION,iNaturalist,Observations,290208836,581,GBIF
"Bradypus variegatus Schinz, 1825",-79.584607,9.0042,Panama,Panamá,2025-06-14T12:10,HUMAN_OBSERVATION,iNaturalist,Observations,289699514,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.14481,0.063188,Ecuador,Pichincha,2025-06-06T10:42:35,HUMAN_OBSERVATION,iNaturalist,Observations,290305093,223,GBIF
"Bradypus variegatus Schinz, 1825",-83.371475,9.841915,Costa Rica,Cartago,2025-06-08T09:36:51,HUMAN_OBSERVATION,iNaturalist,Observations,289938022,128122,GBIF
"Bradypus variegatus Schinz, 1825",-84.21417,10.015937,Costa Rica,Alajuela,2025-06-12T10:49:27,HUMAN_OBSERVATION,iNaturalist,Observations,289122584,5639,GBIF
"Bradypus variegatus Schinz, 1825",-79.733752,9.157756,Panama,Colón,2025-06-08T12:32,HUMAN_OBSERVATION,iNaturalist,Observations,290042198,347,GBIF
"Bradypus variegatus Schinz, 1825",-84.006325,10.430737,Costa Rica,Heredia,2025-06-17T10:00:29,HUMAN_OBSERVATION,iNaturalist,Observations,290452559,5,GBIF
"Bradypus variegatus Schinz, 1825",-85.048255,10.732417,Costa Rica,Alajuela,2025-06-17T14:27:42,HUMAN_OBSERVATION,iNaturalist,Observations,290526057,13,GBIF
"Bradypus variegatus Schinz, 1825",-79.66742,0.379108,Ecuador,Esmeraldas,2025-06-06T20:21:29,HUMAN_OBSERVATION,iNaturalist,Observations,287859538,13,GBIF
"Bradypus variegatus ephippiger Philippi, 1870",-84.155655,9.403275,Costa Rica,Puntarenas,2025-06-22T16:38:43,HUMAN_OBSERVATION,iNaturalist,Observations,292137010,2,GBIF
"Bradypus variegatus Schinz, 1825",-35.009077,-7.918498,Brazil,Pernambuco,2025-06-24T12:31:18,HUMAN_OBSERVATION,iNaturalist,Observations,292446867,102,GBIF
"Bradypus variegatus Schinz, 1825",-84.144028,9.386717,Costa Rica,Puntarenas,2025-06-22T11:22,HUMAN_OBSERVATION,iNaturalist,Observations,292459479,23,GBIF
"Bradypus variegatus Schinz, 1825",-84.006286,10.430737,Costa Rica,Heredia,2025-06-24T08:27:38,HUMAN_OBSERVATION,iNaturalist,Observations,292388126,14,GBIF
"Bradypus variegatus Schinz, 1825",-79.649208,9.077715,Panama,Panamá,2025-06-16T09:31,HUMAN_OBSERVATION,iNaturalist,Observations,292448676,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.54957,8.953258,Panama,Panamá,2025-06-23T10:50:08,HUMAN_OBSERVATION,iNaturalist,Observations,292221926,21,GBIF
"Bradypus variegatus Schinz, 1825",-45.190603,-23.522991,Brazil,São Paulo,2025-06-21T12:00,HUMAN_OBSERVATION,iNaturalist,Observations,291644642,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.986164,10.715592,Costa Rica,Alajuela,2025-06-21T13:39:49,HUMAN_OBSERVATION,iNaturalist,Observations,291587048,193,GBIF
"Bradypus variegatus Schinz, 1825",-84.020688,10.423923,Costa Rica,Heredia,2025-06-19T16:18,HUMAN_OBSERVATION,iNaturalist,Observations,291056028,NA,GBIF
"Bradypus variegatus Schinz, 1825",-42.860027,-20.765005,Brazil,Minas Gerais,2025-06-19T11:40:30,HUMAN_OBSERVATION,iNaturalist,Observations,290945920,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.764423,10.893938,Costa Rica,Alajuela,2025-06-21T08:44,HUMAN_OBSERVATION,iNaturalist,Observations,291595883,62,GBIF
"Bradypus variegatus Schinz, 1825",-57.63706,-3.050757,Brazil,Amazonas,2025-06-21T15:08,HUMAN_OBSERVATION,iNaturalist,Observations,291756988,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.1441,9.386453,Costa Rica,Puntarenas,2025-06-22T11:28:39,HUMAN_OBSERVATION,iNaturalist,Observations,292202181,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.006336,10.430721,Costa Rica,Heredia,2025-06-19T10:23,HUMAN_OBSERVATION,iNaturalist,Observations,292395771,10,GBIF
"Bradypus variegatus Schinz, 1825",-84.76822,10.494438,Costa Rica,Alajuela,2025-06-22T06:03:44,HUMAN_OBSERVATION,iNaturalist,Observations,291860286,28,GBIF
"Bradypus variegatus Schinz, 1825",-84.14408,9.386695,Costa Rica,Puntarenas,2025-06-22T11:32:40,HUMAN_OBSERVATION,iNaturalist,Observations,291942052,13,GBIF
"Bradypus variegatus Schinz, 1825",-84.654039,10.470222,Costa Rica,Alajuela,2025-06-24T08:59,HUMAN_OBSERVATION,iNaturalist,Observations,292443866,14,GBIF
"Bradypus variegatus Schinz, 1825",-84.143139,9.385294,Costa Rica,Puntarenas,2025-06-12T09:58:58,HUMAN_OBSERVATION,iNaturalist,Observations,291538798,137,GBIF
"Bradypus variegatus Schinz, 1825",-45.190686,-23.522894,Brazil,São Paulo,2025-06-21T12:02:37,HUMAN_OBSERVATION,iNaturalist,Observations,291514213,NA,GBIF
"Bradypus variegatus Schinz, 1825",-72.851248,-3.444854,Peru,Loreto,2025-06-11T09:30,HUMAN_OBSERVATION,iNaturalist,Observations,292783843,8,GBIF
"Bradypus variegatus Schinz, 1825",-84.135421,9.387659,Costa Rica,Puntarenas,2025-06-25T10:14:25,HUMAN_OBSERVATION,iNaturalist,Observations,292739579,860,GBIF
"Bradypus variegatus Schinz, 1825",-70.260773,-3.82161,Colombia,Amazonas,2025-06-26T23:14:30,HUMAN_OBSERVATION,iNaturalist,Observations,293047316,111,GBIF
"Bradypus variegatus Schinz, 1825",-82.808215,9.704417,Costa Rica,Limón,2025-06-29T01:17:30,HUMAN_OBSERVATION,iNaturalist,Observations,293658804,878,GBIF
"Bradypus variegatus Schinz, 1825",-84.654042,10.469535,Costa Rica,Alajuela,2025-06-28T07:51,HUMAN_OBSERVATION,iNaturalist,Observations,295004536,26,GBIF
