lon,lat,classe,periodo,periodo_legenda,ordem,classe_nome
-57.25,-15.083333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.91666666666667,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.75,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.583333333333336,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.41666666666667,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.25,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.083333333333336,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.91666666666667,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.75,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.583333333333336,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.41666666666667,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.25,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.083333333333336,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-57.91666666666667,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-57.75,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-57.583333333333336,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-57.41666666666667,-15.249999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.91666666666667,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.75,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.583333333333336,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.41666666666667,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.25,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.083333333333336,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.91666666666667,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.75,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.583333333333336,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.41666666666667,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.25,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.083333333333336,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-57.91666666666667,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-57.75,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-57.583333333333336,-15.416666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-59.91666666666667,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-59.75,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-59.583333333333336,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-59.41666666666667,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-59.25,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-59.083333333333336,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-58.91666666666667,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-58.75,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-58.583333333333336,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-58.41666666666667,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-58.25,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-58.083333333333336,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-57.91666666666667,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-57.75,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-57.583333333333336,-15.583333333333329,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.91666666666667,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.75,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.583333333333336,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.41666666666667,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.25,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-59.083333333333336,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.91666666666667,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.75,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.583333333333336,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.41666666666667,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-58.25,-15.749999999999996,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.91666666666667,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.75,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.583333333333336,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.41666666666667,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.25,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-59.083333333333336,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.91666666666667,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.75,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.583333333333336,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.41666666666667,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-58.25,-15.916666666666664,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-59.91666666666667,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-59.75,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-59.583333333333336,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-59.41666666666667,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-59.25,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-59.083333333333336,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-58.91666666666667,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-58.75,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-58.583333333333336,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-58.41666666666667,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-58.25,-16.08333333333333,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,5.083333333333336,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.25,5.083333333333336,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.41666666666667,4.916666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.25,4.916666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.583333333333336,4.750000000000003,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.41666666666667,4.750000000000003,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.25,4.750000000000003,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.75,4.583333333333336,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.583333333333336,4.583333333333336,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.41666666666667,4.583333333333336,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.25,4.583333333333336,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-61.083333333333336,4.416666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.91666666666667,4.416666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.75,4.416666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.583333333333336,4.416666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-60.41666666666667,4.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.25,4.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.083333333333336,4.416666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-61.41666666666667,4.250000000000003,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.25,4.250000000000003,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.083333333333336,4.250000000000003,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.91666666666667,4.250000000000003,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.75,4.250000000000003,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.583333333333336,4.250000000000003,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.41666666666667,4.250000000000003,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.25,4.250000000000003,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.083333333333336,4.250000000000003,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-59.91666666666667,4.250000000000003,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.75,4.083333333333336,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.583333333333336,4.083333333333336,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.41666666666667,4.083333333333336,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.25,4.083333333333336,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.083333333333336,4.083333333333336,3,lgm,Último Máximo Glacial,2,Estável adequado
-60.91666666666667,4.083333333333336,3,lgm,Último Máximo Glacial,2,Estável adequado
-60.75,4.083333333333336,3,lgm,Último Máximo Glacial,2,Estável adequado
-60.583333333333336,4.083333333333336,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.41666666666667,4.083333333333336,3,lgm,Último Máximo Glacial,2,Estável adequado
-60.25,4.083333333333336,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.083333333333336,4.083333333333336,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-59.91666666666667,4.083333333333336,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-51.41666666666667,4.083333333333336,3,lgm,Último Máximo Glacial,2,Estável adequado
-64.25,3.916666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-62.583333333333336,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.41666666666667,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.25,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.083333333333336,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.91666666666667,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.75,3.916666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.583333333333336,3.916666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.41666666666667,3.916666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.25,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.083333333333336,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.91666666666667,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.75,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.583333333333336,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.41666666666667,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.25,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.083333333333336,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-59.91666666666667,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-59.75,3.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-51.583333333333336,3.916666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.41666666666667,3.916666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-64.08333333333333,3.7500000000000027,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-63.91666666666667,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.75,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.583333333333336,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.41666666666667,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.583333333333336,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.41666666666667,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.25,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.083333333333336,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.91666666666667,3.7500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.75,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.583333333333336,3.7500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.41666666666667,3.7500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.25,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.083333333333336,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.91666666666667,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.75,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.583333333333336,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.41666666666667,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.25,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.083333333333336,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-59.91666666666667,3.7500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-51.75,3.7500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.583333333333336,3.7500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.41666666666667,3.7500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.25,3.7500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-63.91666666666667,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.75,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.583333333333336,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.41666666666667,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.25,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.083333333333336,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.91666666666667,3.5833333333333357,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-62.75,3.5833333333333357,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-62.583333333333336,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.41666666666667,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.25,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.083333333333336,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.91666666666667,3.5833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.75,3.5833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.583333333333336,3.5833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.41666666666667,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.25,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.083333333333336,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.91666666666667,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.75,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.583333333333336,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.41666666666667,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.25,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.083333333333336,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-59.91666666666667,3.5833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-51.75,3.5833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.583333333333336,3.5833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.41666666666667,3.5833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.25,3.5833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-63.91666666666667,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.75,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.583333333333336,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.41666666666667,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.25,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.083333333333336,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.91666666666667,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.75,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.583333333333336,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.41666666666667,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.25,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.083333333333336,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.91666666666667,3.416666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.75,3.416666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.583333333333336,3.416666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.41666666666667,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.25,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.083333333333336,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.91666666666667,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.75,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.583333333333336,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.41666666666667,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.25,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.083333333333336,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-59.91666666666667,3.416666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-51.91666666666667,3.416666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.75,3.416666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.583333333333336,3.416666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.41666666666667,3.416666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.25,3.416666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-63.91666666666667,3.2500000000000027,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-63.75,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.583333333333336,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.41666666666667,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.25,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.083333333333336,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.91666666666667,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.75,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.583333333333336,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.41666666666667,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.25,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.083333333333336,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.91666666666667,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.75,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.583333333333336,3.2500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.41666666666667,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.25,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.083333333333336,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.91666666666667,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.75,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.583333333333336,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.41666666666667,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.25,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.083333333333336,3.2500000000000027,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-52.083333333333336,3.2500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.91666666666667,3.2500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.75,3.2500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.583333333333336,3.2500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.41666666666667,3.2500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.25,3.2500000000000027,3,lgm,Último Máximo Glacial,2,Estável adequado
-63.91666666666667,3.0833333333333357,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-63.75,3.0833333333333357,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-63.583333333333336,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.41666666666667,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.25,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.083333333333336,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.91666666666667,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.75,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.583333333333336,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.41666666666667,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.25,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.083333333333336,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.91666666666667,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.75,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.583333333333336,3.0833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.41666666666667,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.25,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.083333333333336,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.91666666666667,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.75,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.583333333333336,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.41666666666667,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.25,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.083333333333336,3.0833333333333357,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-52.083333333333336,3.0833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.91666666666667,3.0833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.75,3.0833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.583333333333336,3.0833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.41666666666667,3.0833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-51.25,3.0833333333333357,3,lgm,Último Máximo Glacial,2,Estável adequado
-63.91666666666667,2.916666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-63.75,2.916666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-63.583333333333336,2.916666666666669,0,lgm,Último Máximo Glacial,2,Inadequado em ambos
-63.41666666666667,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.25,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-63.083333333333336,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.91666666666667,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.75,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.583333333333336,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.41666666666667,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.25,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-62.083333333333336,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.91666666666667,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.75,2.916666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.583333333333336,2.916666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.41666666666667,2.916666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
-61.25,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-61.083333333333336,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.91666666666667,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.75,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.583333333333336,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.41666666666667,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.25,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-60.083333333333336,2.916666666666669,2,lgm,Último Máximo Glacial,2,Adequado apenas passado
-52.25,2.916666666666669,3,lgm,Último Máximo Glacial,2,Estável adequado
